Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV(),Zone Thermal Comfort Fanger Model PPD(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW),REopt:ElectricityProduced:Total(kw),REopt:Electricity:Load:Total(kw),REopt:Electricity:Grid:ToLoad(kw),REopt:Electricity:Grid:ToBattery(kw),REopt:Electricity:Storage:ToLoad(kw),REopt:Electricity:Storage:ToGrid(kw),REopt:Electricity:Storage:StateOfCharge(pct),REopt:ElectricityProduced:Generator:Total(kw),REopt:ElectricityProduced:Generator:ToBattery(kw),REopt:ElectricityProduced:Generator:ToLoad(kw),REopt:ElectricityProduced:Generator:ToGrid(kw),REopt:ElectricityProduced:PV:Total(kw),REopt:ElectricityProduced:PV:ToBattery(kw),REopt:ElectricityProduced:PV:ToLoad(kw),REopt:ElectricityProduced:PV:ToGrid(kw),REopt:ElectricityProduced:Wind:Total(kw),REopt:ElectricityProduced:Wind:ToBattery(kw),REopt:ElectricityProduced:Wind:ToLoad(kw),REopt:ElectricityProduced:Wind:ToGrid(kw)
2019/01/01 01:00:00,199.23690059311164,0.0,524.0958179622637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.23690059311164,199.23690059311164,0.0,221.37433399234627,0.0,199.23690059311164,221.37433399234627,0.0,199.248,199.248,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 02:00:00,148.45720104156848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.45720104156848,148.45720104156848,0.0,164.95244560174277,0.0,148.45720104156848,164.95244560174277,0.0,148.457,148.457,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 03:00:00,198.40935388576122,0.0,769.4049240076632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.40935388576122,198.40935388576122,0.0,220.4548376508458,0.0,198.40935388576122,220.4548376508458,0.0,201.951,201.951,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 04:00:00,148.45720104156848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.45720104156848,148.45720104156848,0.0,164.95244560174277,0.0,148.45720104156848,164.95244560174277,0.0,148.457,148.457,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 05:00:00,194.91296720037593,0.0,594.2741269825596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.91296720037593,194.91296720037593,0.0,216.56996355597326,0.0,194.91296720037593,216.56996355597326,0.0,206.887,206.887,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 06:00:00,208.48190959539951,0.0,272.1322464355365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.48190959539951,208.48190959539951,0.0,231.64656621711057,0.0,208.48190959539951,231.64656621711057,0.0,208.37,208.37,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 07:00:00,266.46768657565207,0.0,2372.386167054937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.46768657565207,266.46768657565207,0.0,296.07520730628005,0.0,266.46768657565207,296.07520730628005,0.0,249.222,249.222,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 08:00:00,276.01565491598745,0.0,3100.828184938602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.01565491598745,276.01565491598745,0.0,306.68406101776384,0.0,276.01565491598745,306.68406101776384,0.0,276.207,276.207,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 09:00:00,524.6636822071694,0.0,1992.2437992319292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.6636822071694,524.6636822071694,0.0,582.9596468968548,0.0,524.6636822071694,582.9596468968548,130.403,525.038,394.635,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,130.403,0.0,130.403,0.0,0.0,0.0,0.0,0.0
2019/01/01 10:00:00,524.4764300130774,0.0,1674.923856473028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.4764300130774,524.4764300130774,0.0,582.7515889034194,0.0,524.4764300130774,582.7515889034194,358.935,524.815,165.88,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,358.935,0.0,358.935,0.0,0.0,0.0,0.0,0.0
2019/01/01 11:00:00,524.4639945371781,0.0,1673.1294170602816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.4639945371781,524.4639945371781,0.0,582.7377717079756,0.0,524.4639945371781,582.7377717079756,343.517,524.697,181.181,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,343.517,0.0,343.517,0.0,0.0,0.0,0.0,0.0
2019/01/01 12:00:00,544.0646128203595,0.0,1762.5726419492225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0646128203595,544.0646128203595,0.0,604.516236467066,0.0,544.0646128203595,604.516236467066,363.9,544.105,180.205,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,363.9,0.0,363.9,0.0,0.0,0.0,0.0,0.0
2019/01/01 13:00:00,519.5994143738906,0.0,1662.6633643122339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.5994143738906,519.5994143738906,0.0,577.3326826376561,0.0,519.5994143738906,577.3326826376561,314.509,519.714,205.205,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,314.509,0.0,314.509,0.0,0.0,0.0,0.0,0.0
2019/01/01 14:00:00,524.3347064590403,0.0,1401.9000864923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.3347064590403,524.3347064590403,0.0,582.5941182878225,0.0,524.3347064590403,582.5941182878225,441.907,524.503,82.5957,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,441.907,0.0,441.907,0.0,0.0,0.0,0.0,0.0
2019/01/01 15:00:00,524.2869051210554,0.0,1222.4061793667267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.2869051210554,524.2869051210554,0.0,582.5410056900615,0.0,524.2869051210554,582.5410056900615,488.424,524.409,35.9853,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,488.424,0.0,488.424,0.0,0.0,0.0,0.0,0.0
2019/01/01 16:00:00,524.3366128540517,0.0,1357.6790728120095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.3366128540517,524.3366128540517,0.0,582.5962365045019,0.0,524.3366128540517,582.5962365045019,278.968,524.398,245.43,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,278.968,0.0,278.968,0.0,0.0,0.0,0.0,0.0
2019/01/01 17:00:00,551.9562449406293,0.0,1379.0073742674886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.9562449406293,551.9562449406293,0.0,613.2847166006992,0.0,551.9562449406293,613.2847166006992,61.8043,552.046,490.242,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,61.8043,0.0,61.8043,0.0,0.0,0.0,0.0,0.0
2019/01/01 18:00:00,342.60506277604696,0.0,1844.858526395081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.60506277604696,342.60506277604696,0.0,380.6722919733855,0.0,342.60506277604696,380.6722919733855,0.0,342.715,342.715,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 19:00:00,325.3754051197594,0.0,1689.5751135914895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.3754051197594,325.3754051197594,0.0,361.5282279108438,0.0,325.3754051197594,361.5282279108438,0.0,319.707,319.707,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 20:00:00,231.75884361137133,0.0,59.88400052299493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.75884361137133,231.75884361137133,0.0,257.50982623485703,0.0,231.75884361137133,257.50982623485703,0.0,231.759,231.759,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 21:00:00,301.96398832468543,0.0,2034.7558709561165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.96398832468543,301.96398832468543,0.0,335.5155425829838,0.0,301.96398832468543,335.5155425829838,0.0,301.681,301.681,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/01/01 22:00:00,225.69316451263617,0.0,162.10749810473905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.69316451263617,225.69316451263617,0.0,250.77018279181797,0.0,225.69316451263617,250.77018279181797,0.0,227.878,227.878,0.0,0.0,0.0,0.199999946586632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
