Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/03/12 14:00:00,14254.275381527987,0.0,45375.87619134257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14254.275381527987,14254.275381527987,0.0,15838.083757253318,0.0,14254.275381527987,15838.083757253318
2019/03/12 15:00:00,14099.32873791694,0.0,46346.5774528154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14099.32873791694,14099.32873791694,0.0,15665.920819907713,0.0,14099.32873791694,15665.920819907713
2019/03/12 16:00:00,14504.42928743992,0.0,47018.04780894471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14504.42928743992,14504.42928743992,0.0,16116.03254159991,0.0,14504.42928743992,16116.03254159991
2019/03/12 17:00:00,14588.12199218574,0.0,45203.794682144515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14588.12199218574,14588.12199218574,0.0,16209.024435761932,0.0,14588.12199218574,16209.024435761932
2019/03/12 18:00:00,13791.536074730897,0.0,41444.63204189314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13791.536074730897,13791.536074730897,0.0,15323.928971923218,0.0,13791.536074730897,15323.928971923218
2019/03/12 19:00:00,14165.306958579686,0.0,41471.61003850071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14165.306958579686,14165.306958579686,0.0,15739.229953977427,0.0,14165.306958579686,15739.229953977427
2019/03/12 20:00:00,13295.8739444571,0.0,36307.26814913119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13295.8739444571,13295.8739444571,0.0,14773.193271618999,0.0,13295.8739444571,14773.193271618999
2019/03/12 21:00:00,12074.34747469102,0.0,39612.99214297126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12074.34747469102,12074.34747469102,0.0,13415.941638545577,0.0,12074.34747469102,13415.941638545577
2019/03/12 22:00:00,9587.213874582136,0.0,34292.96230824346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9587.213874582136,9587.213874582136,0.0,10652.459860646817,0.0,9587.213874582136,10652.459860646817
2019/03/12 23:00:00,6649.252556883895,0.0,27404.884015903943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6649.252556883895,6649.252556883895,0.0,7388.05839653766,0.0,6649.252556883895,7388.05839653766
2019/03/13 00:00:00,4288.936258581939,0.0,21549.654622939026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4288.936258581939,4288.936258581939,0.0,4765.4847317577105,0.0,4288.936258581939,4765.4847317577105
2019/03/13 01:00:00,3258.719017782733,0.0,4439.550800397949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258.719017782733,3258.719017782733,0.0,3620.798908647481,0.0,3258.719017782733,3620.798908647481
2019/03/13 02:00:00,3758.9282750116968,0.0,7002.748057469962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3758.9282750116968,3758.9282750116968,0.0,4176.586972235219,0.0,3758.9282750116968,4176.586972235219
2019/03/13 03:00:00,3214.9927644071377,0.0,5066.085617079819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3214.9927644071377,3214.9927644071377,0.0,3572.214182674598,0.0,3214.9927644071377,3572.214182674598
2019/03/13 04:00:00,4444.9759372827675,0.0,9416.43350330484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4444.9759372827675,4444.9759372827675,0.0,4938.862152536408,0.0,4444.9759372827675,4938.862152536408
2019/03/13 05:00:00,5223.563424202104,0.0,8631.078235670808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5223.563424202104,5223.563424202104,0.0,5803.9593602245595,0.0,5223.563424202104,5803.9593602245595
2019/03/13 06:00:00,9209.255683655236,0.0,32054.43147683885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9209.255683655236,9209.255683655236,0.0,10232.506315172483,0.0,9209.255683655236,10232.506315172483
2019/03/13 07:00:00,10236.58209622793,0.0,46747.08198669693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10236.58209622793,10236.58209622793,0.0,11373.98010691992,0.0,10236.58209622793,11373.98010691992
2019/03/13 08:00:00,11504.058133836501,0.0,51812.77609871888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11504.058133836501,11504.058133836501,0.0,12782.286815373891,0.0,11504.058133836501,12782.286815373891
2019/03/13 09:00:00,11811.53944229005,0.0,46146.3906602826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11811.53944229005,11811.53944229005,0.0,13123.932713655613,0.0,11811.53944229005,13123.932713655613
2019/03/13 10:00:00,13772.582094257981,0.0,53236.9920808945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13772.582094257981,13772.582094257981,0.0,15302.86899361998,0.0,13772.582094257981,15302.86899361998
2019/03/13 11:00:00,14394.009308914603,0.0,52299.626959309906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14394.009308914603,14394.009308914603,0.0,15993.343676571783,0.0,14394.009308914603,15993.343676571783
2019/03/13 12:00:00,13983.786475153678,0.0,49388.9061880847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13983.786475153678,13983.786475153678,0.0,15537.54052794853,0.0,13983.786475153678,15537.54052794853
2019/03/13 13:00:00,14295.708616854221,0.0,46021.25769080686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14295.708616854221,14295.708616854221,0.0,15884.120685393582,0.0,14295.708616854221,15884.120685393582
2019/03/13 14:00:00,13951.394063792834,0.0,46813.76275141742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13951.394063792834,13951.394063792834,0.0,15501.548959769814,0.0,13951.394063792834,15501.548959769814
2019/03/13 15:00:00,13740.051505288497,0.0,48826.6657446644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13740.051505288497,13740.051505288497,0.0,15266.723894764997,0.0,13740.051505288497,15266.723894764997
2019/03/13 16:00:00,14208.841914635857,0.0,49139.51044884599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14208.841914635857,14208.841914635857,0.0,15787.602127373177,0.0,14208.841914635857,15787.602127373177
2019/03/13 17:00:00,14204.029599549018,0.0,47481.307929629234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14204.029599549018,14204.029599549018,0.0,15782.25511061002,0.0,14204.029599549018,15782.25511061002
2019/03/13 18:00:00,13361.542508394823,0.0,43514.90077168865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13361.542508394823,13361.542508394823,0.0,14846.158342660914,0.0,13361.542508394823,14846.158342660914
2019/03/13 19:00:00,14202.390454073535,0.0,40525.79717267954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14202.390454073535,14202.390454073535,0.0,15780.433837859482,0.0,14202.390454073535,15780.433837859482
2019/03/13 20:00:00,13487.38120225864,0.0,37301.57846802445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13487.38120225864,13487.38120225864,0.0,14985.97911362071,0.0,13487.38120225864,14985.97911362071
2019/03/13 21:00:00,12544.55443695271,0.0,37871.35794337632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12544.55443695271,12544.55443695271,0.0,13938.393818836343,0.0,12544.55443695271,13938.393818836343
2019/03/13 22:00:00,10219.160661196245,0.0,33465.06186139648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10219.160661196245,10219.160661196245,0.0,11354.622956884716,0.0,10219.160661196245,11354.622956884716
2019/03/13 23:00:00,7180.297111314656,0.0,27113.046994621665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7180.297111314656,7180.297111314656,0.0,7978.1079014607285,0.0,7180.297111314656,7978.1079014607285
2019/03/14 00:00:00,4527.024399113314,0.0,21386.44941980843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4527.024399113314,4527.024399113314,0.0,5030.027110125903,0.0,4527.024399113314,5030.027110125903
2019/03/14 01:00:00,3348.554727233724,0.0,4103.994777512217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3348.554727233724,3348.554727233724,0.0,3720.6163635930266,0.0,3348.554727233724,3720.6163635930266
2019/03/14 02:00:00,3949.981810766781,0.0,6311.04548605323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3949.981810766781,3949.981810766781,0.0,4388.868678629758,0.0,3949.981810766781,4388.868678629758
2019/03/14 03:00:00,3335.742223210273,0.0,4365.565142425283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3335.742223210273,3335.742223210273,0.0,3706.380248011415,0.0,3335.742223210273,3706.380248011415
2019/03/14 04:00:00,4545.262624933861,0.0,8260.069955372544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4545.262624933861,4545.262624933861,0.0,5050.2918054820675,0.0,4545.262624933861,5050.2918054820675
2019/03/14 05:00:00,5408.525615442866,0.0,8133.080768443501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5408.525615442866,5408.525615442866,0.0,6009.472906047628,0.0,5408.525615442866,6009.472906047628
2019/03/14 06:00:00,9573.058134884699,0.0,29293.193773431693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9573.058134884699,9573.058134884699,0.0,10636.731260982999,0.0,9573.058134884699,10636.731260982999
2019/03/14 07:00:00,11577.879386489712,0.0,39715.70889889171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11577.879386489712,11577.879386489712,0.0,12864.310429433013,0.0,11577.879386489712,12864.310429433013
2019/03/14 08:00:00,12633.141687934352,0.0,44660.346078148395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12633.141687934352,12633.141687934352,0.0,14036.824097704839,0.0,12633.141687934352,14036.824097704839
2019/03/14 09:00:00,13399.582440773476,0.0,40302.82173861664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13399.582440773476,13399.582440773476,0.0,14888.42493419275,0.0,13399.582440773476,14888.42493419275
2019/03/14 10:00:00,15140.656572614169,0.0,43173.33486365225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15140.656572614169,15140.656572614169,0.0,16822.951747349074,0.0,15140.656572614169,16822.951747349074
2019/03/14 11:00:00,16369.452514065679,0.0,44349.796648209725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16369.452514065679,16369.452514065679,0.0,18188.28057118409,0.0,16369.452514065679,18188.28057118409
2019/03/14 12:00:00,15989.723779000144,0.0,41326.08096112676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15989.723779000144,15989.723779000144,0.0,17766.359754444602,0.0,15989.723779000144,17766.359754444602
2019/03/14 13:00:00,16107.74642071737,0.0,38628.34568832228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16107.74642071737,16107.74642071737,0.0,17897.496023019303,0.0,16107.74642071737,17897.496023019303
2019/03/14 14:00:00,15529.548401034843,0.0,39005.590715535545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15529.548401034843,15529.548401034843,0.0,17255.053778927606,0.0,15529.548401034843,17255.053778927606
2019/03/14 15:00:00,14981.18894528164,0.0,42147.635324701776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14981.18894528164,14981.18894528164,0.0,16645.765494757376,0.0,14981.18894528164,16645.765494757376
2019/03/14 16:00:00,15576.499329784903,0.0,43359.297887974724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15576.499329784903,15576.499329784903,0.0,17307.22147753878,0.0,15576.499329784903,17307.22147753878
2019/03/14 17:00:00,15519.872642003436,0.0,41444.049706398975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15519.872642003436,15519.872642003436,0.0,17244.302935559375,0.0,15519.872642003436,17244.302935559375
2019/03/14 18:00:00,14568.117362095181,0.0,39592.63500661025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14568.117362095181,14568.117362095181,0.0,16186.797068994645,0.0,14568.117362095181,16186.797068994645
2019/03/14 19:00:00,14854.627421800875,0.0,38409.05375221233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14854.627421800875,14854.627421800875,0.0,16505.141579778752,0.0,14854.627421800875,16505.141579778752
2019/03/14 20:00:00,14002.379752044992,0.0,34859.24199122964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14002.379752044992,14002.379752044992,0.0,15558.199724494432,0.0,14002.379752044992,15558.199724494432
2019/03/14 21:00:00,12903.74042154204,0.0,36053.94195613469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12903.74042154204,12903.74042154204,0.0,14337.489357268934,0.0,12903.74042154204,14337.489357268934
2019/03/14 22:00:00,10529.889336790058,0.0,32839.524169754906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10529.889336790058,10529.889336790058,0.0,11699.877040877844,0.0,10529.889336790058,11699.877040877844
2019/03/14 23:00:00,7113.299842685381,0.0,26398.148231406973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7113.299842685381,7113.299842685381,0.0,7903.666491872645,0.0,7113.299842685381,7903.666491872645
2019/03/15 00:00:00,4592.87867947822,0.0,21091.463123579088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4592.87867947822,4592.87867947822,0.0,5103.198532753577,0.0,4592.87867947822,5103.198532753577
2019/03/15 01:00:00,3366.99359942104,0.0,3713.323926763444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366.99359942104,3366.99359942104,0.0,3741.1039993567115,0.0,3366.99359942104,3741.1039993567115
2019/03/15 02:00:00,4038.0551839518857,0.0,6189.60859816276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4038.0551839518857,4038.0551839518857,0.0,4486.727982168762,0.0,4038.0551839518857,4486.727982168762
2019/03/15 03:00:00,3338.330092344192,0.0,4350.847519064084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3338.330092344192,3338.330092344192,0.0,3709.255658160214,0.0,3338.330092344192,3709.255658160214
2019/03/15 04:00:00,4812.930157996943,0.0,7644.690593868052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4812.930157996943,4812.930157996943,0.0,5347.700175552158,0.0,4812.930157996943,5347.700175552158
2019/03/15 05:00:00,5589.517524724203,0.0,7785.787437847735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5589.517524724203,5589.517524724203,0.0,6210.575027471336,0.0,5589.517524724203,6210.575027471336
2019/03/15 06:00:00,9821.618671594511,0.0,27298.99671716557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9821.618671594511,9821.618671594511,0.0,10912.909635105012,0.0,9821.618671594511,10912.909635105012
2019/03/15 07:00:00,11777.897422896618,0.0,36556.125465322024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11777.897422896618,11777.897422896618,0.0,13086.552692107354,0.0,11777.897422896618,13086.552692107354
2019/03/15 08:00:00,12376.32948310285,0.0,36954.08266707583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12376.32948310285,12376.32948310285,0.0,13751.47720344761,0.0,12376.32948310285,13751.47720344761
2019/03/15 09:00:00,13409.332391381698,0.0,39261.05885607135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13409.332391381698,13409.332391381698,0.0,14899.25821264633,0.0,13409.332391381698,14899.25821264633
2019/03/15 10:00:00,15181.773886763245,0.0,42468.82784360053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15181.773886763245,15181.773886763245,0.0,16868.63765195916,0.0,15181.773886763245,16868.63765195916
2019/03/15 11:00:00,16007.965359298269,0.0,43268.44322355234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16007.965359298269,16007.965359298269,0.0,17786.628176998074,0.0,16007.965359298269,17786.628176998074
2019/03/15 12:00:00,15574.098762643309,0.0,40547.533877759124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15574.098762643309,15574.098762643309,0.0,17304.55418071479,0.0,15574.098762643309,17304.55418071479
2019/03/15 13:00:00,15638.869683048733,0.0,37690.045314578405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15638.869683048733,15638.869683048733,0.0,17376.52187005415,0.0,15638.869683048733,17376.52187005415
2019/03/15 14:00:00,15270.256820132332,0.0,37998.970881092755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15270.256820132332,15270.256820132332,0.0,16966.95202236926,0.0,15270.256820132332,16966.95202236926
2019/03/15 15:00:00,15011.025249839982,0.0,40756.95524817215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15011.025249839982,15011.025249839982,0.0,16678.91694426665,0.0,15011.025249839982,16678.91694426665
2019/03/15 16:00:00,15585.508102237933,0.0,42319.28170914558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15585.508102237933,15585.508102237933,0.0,17317.231224708812,0.0,15585.508102237933,17317.231224708812
2019/03/15 17:00:00,15578.030839319372,0.0,40134.795152433384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15578.030839319372,15578.030839319372,0.0,17308.9231547993,0.0,15578.030839319372,17308.9231547993
2019/03/15 18:00:00,14621.549601000452,0.0,39061.47201975997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14621.549601000452,14621.549601000452,0.0,16246.166223333836,0.0,14621.549601000452,16246.166223333836
2019/03/15 19:00:00,15016.852071660645,0.0,37925.535136224535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15016.852071660645,15016.852071660645,0.0,16685.39119073405,0.0,15016.852071660645,16685.39119073405
2019/03/15 20:00:00,14197.45153933041,0.0,34396.55016195344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14197.45153933041,14197.45153933041,0.0,15774.94615481157,0.0,14197.45153933041,15774.94615481157
2019/03/15 21:00:00,13003.675270929669,0.0,35579.046035346015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13003.675270929669,13003.675270929669,0.0,14448.52807881074,0.0,13003.675270929669,14448.52807881074
2019/03/15 22:00:00,10617.165821826693,0.0,32448.24000600885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10617.165821826693,10617.165821826693,0.0,11796.85091314077,0.0,10617.165821826693,11796.85091314077
2019/03/15 23:00:00,7693.60144087445,0.0,26160.08484261292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7693.60144087445,7693.60144087445,0.0,8548.446045416056,0.0,7693.60144087445,8548.446045416056
2019/03/16 00:00:00,4897.944819510221,0.0,20511.926142589546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4897.944819510221,4897.944819510221,0.0,5442.160910566913,0.0,4897.944819510221,5442.160910566913
2019/03/16 01:00:00,3410.036980029274,0.0,3456.2692075910177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3410.036980029274,3410.036980029274,0.0,3788.929977810305,0.0,3410.036980029274,3788.929977810305
2019/03/16 02:00:00,4248.083193866503,0.0,6413.044311483986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4248.083193866503,4248.083193866503,0.0,4720.092437629448,0.0,4248.083193866503,4720.092437629448
2019/03/16 03:00:00,3482.3511468783277,0.0,3876.3760601023114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3482.3511468783277,3482.3511468783277,0.0,3869.2790520870294,0.0,3482.3511468783277,3869.2790520870294
2019/03/16 04:00:00,4748.223945538903,0.0,7240.826246481538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4748.223945538903,4748.223945538903,0.0,5275.8043839321135,0.0,4748.223945538903,5275.8043839321135
2019/03/16 05:00:00,4658.548475819988,0.0,7610.726074528235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4658.548475819988,4658.548475819988,0.0,5176.164973133319,0.0,4658.548475819988,5176.164973133319
2019/03/16 06:00:00,8783.335477812765,0.0,28012.068226383613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8783.335477812765,8783.335477812765,0.0,9759.261642014182,0.0,8783.335477812765,9759.261642014182
2019/03/16 07:00:00,8874.267920346527,0.0,35138.58147339611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8874.267920346527,8874.267920346527,0.0,9860.29768927392,0.0,8874.267920346527,9860.29768927392
2019/03/16 08:00:00,9724.369639187013,0.0,35345.33527014475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9724.369639187013,9724.369639187013,0.0,10804.855154652238,0.0,9724.369639187013,10804.855154652238
2019/03/16 09:00:00,11639.23434744131,0.0,40324.655767535325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11639.23434744131,11639.23434744131,0.0,12932.48260826812,0.0,11639.23434744131,12932.48260826812
2019/03/16 10:00:00,13236.135776064957,0.0,45887.06887914693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13236.135776064957,13236.135776064957,0.0,14706.81752896106,0.0,13236.135776064957,14706.81752896106
2019/03/16 11:00:00,13716.619915837104,0.0,48578.98218450345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13716.619915837104,13716.619915837104,0.0,15240.688795374563,0.0,13716.619915837104,15240.688795374563
2019/03/16 12:00:00,13175.900803210425,0.0,46605.63859763284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13175.900803210425,13175.900803210425,0.0,14639.889781344918,0.0,13175.900803210425,14639.889781344918
2019/03/16 13:00:00,13020.767336056115,0.0,43078.33449079868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13020.767336056115,13020.767336056115,0.0,14467.519262284572,0.0,13020.767336056115,14467.519262284572
2019/03/16 14:00:00,12881.100827446007,0.0,43410.744208841854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12881.100827446007,12881.100827446007,0.0,14312.334252717788,0.0,12881.100827446007,14312.334252717788
2019/03/16 15:00:00,12589.671422323387,0.0,42765.670827096976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12589.671422323387,12589.671422323387,0.0,13988.52380258154,0.0,12589.671422323387,13988.52380258154
2019/03/16 16:00:00,12872.864744026918,0.0,45716.529059599714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12872.864744026918,12872.864744026918,0.0,14303.183048918794,0.0,12872.864744026918,14303.183048918794
2019/03/16 17:00:00,13035.216582962628,0.0,46519.02208167921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13035.216582962628,13035.216582962628,0.0,14483.573981069585,0.0,13035.216582962628,14483.573981069585
2019/03/16 18:00:00,12127.229205759699,0.0,38940.95767894645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12127.229205759699,12127.229205759699,0.0,13474.699117510774,0.0,12127.229205759699,13474.699117510774
2019/03/16 19:00:00,12573.304248245628,0.0,37017.35055461587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12573.304248245628,12573.304248245628,0.0,13970.338053606254,0.0,12573.304248245628,13970.338053606254
2019/03/16 20:00:00,11613.206701968129,0.0,34881.0696187646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11613.206701968129,11613.206701968129,0.0,12903.56300218681,0.0,11613.206701968129,12903.56300218681
2019/03/16 21:00:00,11715.047303206933,0.0,34782.71156163151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11715.047303206933,11715.047303206933,0.0,13016.719225785477,0.0,11715.047303206933,13016.719225785477
2019/03/16 22:00:00,9544.361368711247,0.0,30421.987490031606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9544.361368711247,9544.361368711247,0.0,10604.84596523472,0.0,9544.361368711247,10604.84596523472
2019/03/16 23:00:00,7290.702634570076,0.0,27612.258145284904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7290.702634570076,7290.702634570076,0.0,8100.780705077862,0.0,7290.702634570076,8100.780705077862
2019/03/17 00:00:00,4137.60526767499,0.0,19860.73714041154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4137.60526767499,4137.60526767499,0.0,4597.339186305544,0.0,4137.60526767499,4597.339186305544
2019/03/17 01:00:00,3410.0318188028987,0.0,5653.378254274436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3410.0318188028987,3410.0318188028987,0.0,3788.924243114332,0.0,3410.0318188028987,3788.924243114332
2019/03/17 02:00:00,3456.1295301327837,0.0,5961.480540844975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3456.1295301327837,3456.1295301327837,0.0,3840.1439223697594,0.0,3456.1295301327837,3840.1439223697594
2019/03/17 03:00:00,3327.0001102937176,0.0,5709.192615954557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3327.0001102937176,3327.0001102937176,0.0,3696.6667892152423,0.0,3327.0001102937176,3696.6667892152423
2019/03/17 04:00:00,3955.0578273974547,0.0,7641.3877704374045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3955.0578273974547,3955.0578273974547,0.0,4394.508697108283,0.0,3955.0578273974547,4394.508697108283
2019/03/17 05:00:00,5954.228326761995,0.0,11680.141173649885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5954.228326761995,5954.228326761995,0.0,6615.809251957772,0.0,5954.228326761995,6615.809251957772
