Time,BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s]
01:00:00,1.066978E+04,9.206903E+04,3.374999E-01,6.828302E+00,1.735912E+04,8.384281E+03,5.869464E-01,4.779216E-01,2.250416E+04,7.489958E+03,7.609007E-01,4.265923E-01
02:00:00,1.067010E+04,3.631145E+04,3.375100E-01,2.087320E+00,1.735947E+04,7.961194E+03,5.869582E-01,4.536109E-01,2.250417E+04,1.301011E+04,7.609010E-01,7.406425E-01
03:00:00,1.067040E+04,4.755267E+04,3.375195E-01,2.707976E+00,1.735981E+04,1.248497E+04,5.869694E-01,7.106439E-01,2.250418E+04,1.829581E+04,7.609012E-01,1.041726E+00
04:00:00,1.067069E+04,4.909947E+04,3.375284E-01,2.804192E+00,1.736012E+04,1.616574E+04,5.869799E-01,9.216397E-01,2.250418E+04,2.172298E+04,7.609015E-01,1.239998E+00
05:00:00,1.067095E+04,5.211764E+04,3.375368E-01,2.976943E+00,1.736041E+04,1.827004E+04,5.869899E-01,1.042468E+00,2.250419E+04,2.363111E+04,7.609017E-01,1.350435E+00
06:00:00,1.067120E+04,6.144336E+04,3.375447E-01,3.557258E+00,1.736069E+04,2.627814E+04,5.869994E-01,1.523359E+00,2.250420E+04,3.025839E+04,7.609019E-01,1.756163E+00
07:00:00,1.067144E+04,1.077660E+05,3.375522E-01,7.733757E+00,1.736096E+04,5.627332E+04,5.870083E-01,4.512988E+00,2.250420E+04,7.374089E+04,7.609021E-01,5.981426E+00
08:00:00,1.067166E+04,1.079821E+05,3.375592E-01,8.011430E+00,1.736120E+04,9.660840E+04,5.870167E-01,8.450569E+00,2.250421E+04,9.961288E+04,7.609023E-01,8.711904E+00
09:00:00,1.067187E+04,1.076140E+05,3.375658E-01,7.991092E+00,1.736144E+04,9.793072E+04,5.870246E-01,8.588461E+00,2.250421E+04,1.005237E+05,7.609025E-01,8.806372E+00
10:00:00,1.067206E+04,1.064934E+05,3.375719E-01,7.908277E+00,1.736166E+04,9.589944E+04,5.870322E-01,8.397392E+00,2.250422E+04,9.909894E+04,7.609027E-01,8.672612E+00
11:00:00,1.067225E+04,1.058628E+05,3.375778E-01,7.862396E+00,1.736187E+04,9.484330E+04,5.870393E-01,8.298930E+00,2.250422E+04,9.820528E+04,7.609028E-01,8.591936E+00
12:00:00,1.067242E+04,1.047266E+05,3.375833E-01,7.778756E+00,1.736207E+04,9.335284E+04,5.870460E-01,8.168638E+00,2.250423E+04,9.679497E+04,7.609029E-01,8.469439E+00
13:00:00,1.067258E+04,1.039638E+05,3.375884E-01,7.722184E+00,1.736226E+04,9.224011E+04,5.870523E-01,8.071188E+00,2.250423E+04,9.579916E+04,7.609031E-01,8.382267E+00
14:00:00,1.067274E+04,1.035927E+05,3.375933E-01,7.694651E+00,1.736244E+04,9.150087E+04,5.870583E-01,8.006196E+00,2.250423E+04,9.522973E+04,7.609032E-01,8.332227E+00
15:00:00,1.067288E+04,1.030869E+05,3.375979E-01,7.657190E+00,1.736260E+04,9.064483E+04,5.870640E-01,7.931274E+00,2.250424E+04,9.451475E+04,7.609033E-01,8.269714E+00
16:00:00,1.067302E+04,1.025003E+05,3.376022E-01,7.613671E+00,1.736276E+04,9.082761E+04,5.870693E-01,7.947339E+00,2.250424E+04,9.365382E+04,7.609034E-01,8.194461E+00
17:00:00,1.067314E+04,1.030664E+05,3.376062E-01,7.655737E+00,1.736291E+04,9.056284E+04,5.870744E-01,7.924368E+00,2.250424E+04,9.311116E+04,7.609035E-01,8.147016E+00
18:00:00,1.067327E+04,1.026492E+05,3.376100E-01,7.624896E+00,1.736305E+04,8.971122E+04,5.870792E-01,7.849865E+00,2.250424E+04,9.213641E+04,7.609035E-01,8.061806E+00
19:00:00,1.067338E+04,1.014806E+05,3.376136E-01,7.538028E+00,1.736319E+04,8.864018E+04,5.870837E-01,7.756089E+00,2.250425E+04,9.058563E+04,7.609036E-01,7.926123E+00
20:00:00,1.067349E+04,9.780863E+04,3.376170E-01,7.265167E+00,1.736331E+04,8.614721E+04,5.870880E-01,7.537941E+00,2.250425E+04,8.626499E+04,7.609037E-01,7.548049E+00
21:00:00,1.067359E+04,9.568966E+04,3.376202E-01,7.107496E+00,1.736343E+04,8.430286E+04,5.870920E-01,7.376451E+00,2.250425E+04,8.369932E+04,7.609037E-01,7.323297E+00
