Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE STRIPMALL STRIP MALL - TYPE 2 PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE STRIPMALL STRIP MALL - TYPE 3 PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE STRIPMALL STRIP MALL - TYPE 1 PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE STRIPMALL STRIP MALL - TYPE 2 PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE STRIPMALL STRIP MALL - TYPE 3 PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE STRIPMALL STRIP MALL - TYPE 2 PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE STRIPMALL STRIP MALL - TYPE 3 PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE STRIPMALL STRIP MALL - TYPE 1 PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE STRIPMALL STRIP MALL - TYPE 2 PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE STRIPMALL STRIP MALL - TYPE 3 PEOPLE 2(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/09/19 05:00:00,4918.508511635774,0.0,7430.522792037144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009455192409568424,0.0009455192409568424,0.2604427629869016,0.2604427629869016,0.17150716511539235,5.000018506385089,5.000018506385089,6.4082377134805455,6.4082377134805455,5.60969035652073,4918.508511635774,4918.508511635774,0.0,5465.009457373082,0.0,4918.508511635774,5465.009457373082
2019/09/19 06:00:00,8963.06631779729,0.0,23654.289604599373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005576887519033335,-0.0005576887519033335,0.2604487864978427,0.2604487864978427,0.16477672112964106,5.000006438202206,5.000006438202206,6.4083030362491655,6.4083030362491655,5.562721898552269,8963.06631779729,8963.06631779729,0.0,9958.96257533032,0.0,8963.06631779729,9958.96257533032
2019/09/19 07:00:00,9631.239668323758,0.0,33123.82659434733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032011683298627545,-0.032011683298627545,0.2592900649600966,0.2592900649600966,0.15779543029075926,5.0212137692955565,5.0212137692955565,6.395765230216682,6.395765230216682,5.515998404149741,9631.239668323758,9631.239668323758,0.0,10701.377409248618,0.0,9631.239668323758,10701.377409248618
2019/09/19 08:00:00,11613.383571511697,0.0,34879.633371930075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010692919001534192,-0.010692919001534192,0.28356084002336124,0.28356084002336124,0.17476838544428858,5.002366876624237,5.002366876624237,6.670197717597361,6.670197717597361,5.633128394464066,11613.383571511697,11613.383571511697,0.0,12903.759523901883,0.0,11613.383571511697,12903.759523901883
2019/09/19 09:00:00,12736.35940378844,0.0,33512.937045289174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08225906869558129,0.08225906869558129,0.35636412782094634,0.35636412782094634,0.2311651492472821,5.14011347735638,5.14011347735638,7.642785058805998,7.642785058805998,6.108754313067635,12736.35940378844,12736.35940378844,0.0,14151.510448653822,0.0,12736.35940378844,14151.510448653822
2019/09/19 10:00:00,14359.153678888846,0.0,38160.4989594343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2095291995540705,0.2095291995540705,0.465051095482097,0.465051095482097,0.36998592095919863,5.910551146525876,5.910551146525876,9.515118314360706,9.515118314360706,7.849755148935742,14359.153678888846,14359.153678888846,0.0,15954.615198765385,0.0,14359.153678888846,15954.615198765385
2019/09/19 11:00:00,15118.416132450353,0.0,38039.827996869775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3063498809294001,0.3063498809294001,0.250028308254526,0.250028308254526,0.49245656190232706,6.950501419290248,6.950501419290248,6.297579500858603,6.297579500858603,10.067335781671176,15118.416132450353,15118.416132450353,0.0,16798.24014716706,0.0,15118.416132450353,16798.24014716706
2019/09/19 12:00:00,14601.607339083752,0.0,35218.7990244429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01678752411023505,-0.01678752411023505,0.44271089804848873,0.44271089804848873,0.052389539290258004,5.005833908755534,5.005833908755534,9.088906498204764,9.088906498204764,5.0568229086754,14601.607339083752,14601.607339083752,0.0,16224.008154537503,0.0,14601.607339083752,16224.008154537503
2019/09/19 13:00:00,14656.544050152315,0.0,32992.95880974411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041303527623449396,-0.041303527623449396,0.06787311478322507,0.06787311478322507,0.020352626903818616,5.035317371951962,5.035317371951962,5.0953819148741815,5.0953819148741815,5.008574915690303,14656.544050152315,14656.544050152315,0.0,16285.048944613685,0.0,14656.544050152315,16285.048944613685
2019/09/19 14:00:00,14184.155269815165,0.0,33287.68962395068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046615668721705084,-0.046615668721705084,0.034287670421318764,0.034287670421318764,0.0071199039875923745,5.044986998497336,5.044986998497336,5.02433771029105,5.02433771029105,5.0010493735152295,14184.155269815165,14184.155269815165,0.0,15760.172522016848,0.0,14184.155269815165,15760.172522016848
2019/09/19 15:00:00,14003.300113239447,0.0,35649.67063117003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04616092541984557,-0.04616092541984557,0.023354232661212677,0.023354232661212677,0.003490896165296432,5.044113485471314,5.044113485471314,5.011290747084601,5.011290747084601,5.000252263801258,14003.300113239447,14003.300113239447,0.0,15559.222348043833,0.0,14003.300113239447,15559.222348043833
2019/09/19 16:00:00,14450.671897767263,0.0,36601.490351929584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03410126192854866,-0.03410126192854866,0.027177170197163994,0.027177170197163994,0.008599249632092607,5.024073786867731,5.024073786867731,5.015289867047656,5.015289867047656,5.001530746909566,14450.671897767263,14450.671897767263,0.0,16056.302108630292,0.0,14450.671897767263,16056.302108630292
2019/09/19 17:00:00,14278.135216517716,0.0,34706.28929481072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02386769826339292,-0.02386769826339292,0.02975994554930875,0.02975994554930875,0.011160221768422449,5.011792693871584,5.011792693871584,5.018334217192873,5.018334217192873,5.002578273085007,14278.135216517716,14278.135216517716,0.0,15864.594685019685,0.0,14278.135216517716,15864.594685019685
