Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV(),Zone Thermal Comfort Fanger Model PPD(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/01/01 01:00:00,602.4036569428989,0,1941.8027764820292,0,0,0,0,0,0,0,0,0,0,0,0,602.4036569428989,602.4036569428989,0.0,669.337396603221,0.0,602.4036569428989,669.337396603221
2019/01/01 02:00:00,405.53371724171984,0,399.43392752754664,0,0,0,0,0,0,0,0,0,0,0,0,405.53371724171984,405.53371724171984,0.0,450.5930191574665,0.0,405.53371724171984,450.5930191574665
2019/01/01 03:00:00,602.2132367943047,0,1925.9450707361918,0,0,0,0,0,0,0,0,0,0,0,0,602.2132367943047,602.2132367943047,0.0,669.1258186603386,0.0,602.2132367943047,669.1258186603386
2019/01/01 04:00:00,405.97040317629927,0,406.74715728335303,0,0,0,0,0,0,0,0,0,0,0,0,405.97040317629927,405.97040317629927,0.0,451.0782257514436,0.0,405.97040317629927,451.0782257514436
2019/01/01 05:00:00,602.6586355929383,0,1852.8091934984004,0,0,0,0,0,0,0,0,0,0,0,0,602.6586355929383,602.6586355929383,0.0,669.6207062143758,0.0,602.6586355929383,669.6207062143758
2019/01/01 06:00:00,405.76325088699485,0,399.4350184326674,0,0,0,0,0,0,0,0,0,0,0,0,405.76325088699485,405.76325088699485,0.0,450.8480565411054,0.0,405.76325088699485,450.8480565411054
2019/01/01 07:00:00,608.4513094491399,0,1867.6677509696603,0,0,0,0,0,0,0,0,0,0,0,0,608.4513094491399,608.4513094491399,0.0,676.0570104990443,0.0,608.4513094491399,676.0570104990443
2019/01/01 08:00:00,751.7782758968772,0,1187.5734402129303,0,0,0,0,0,0,0,0,0,0,0,0,751.7782758968772,751.7782758968772,0.0,835.3091954409746,0.0,751.7782758968772,835.3091954409746
2019/01/01 09:00:00,967.7752725790987,0,1171.8461060327436,0,0,0,0,0,0,0,0,0,0,0,0,967.7752725790987,967.7752725790987,0.0,1075.3058584212208,0.0,967.7752725790987,1075.3058584212208
2019/01/01 10:00:00,973.6223389855481,0,1020.1364224504131,0,0,0,0,0,0,0,0,0,0,0,0,973.6223389855481,973.6223389855481,0.0,1081.8025988728311,0.0,973.6223389855481,1081.8025988728311
2019/01/01 11:00:00,985.2266070401644,0,1067.3730565880337,0,0,0,0,0,0,0,0,0,0,0,0,985.2266070401644,985.2266070401644,0.0,1094.696230044627,0.0,985.2266070401644,1094.696230044627
2019/01/01 12:00:00,988.1381881602275,0,1059.957926700606,0,0,0,0,0,0,0,0,0,0,0,0,988.1381881602275,988.1381881602275,0.0,1097.9313201780305,0.0,988.1381881602275,1097.9313201780305
2019/01/01 13:00:00,985.4430201189897,0,1005.0825251212356,0,0,0,0,0,0,0,0,0,0,0,0,985.4430201189897,985.4430201189897,0.0,1094.9366890210997,0.0,985.4430201189897,1094.9366890210997
2019/01/01 14:00:00,999.0958655936308,0,994.3634834422262,0,0,0,0,0,0,0,0,0,0,0,0,999.0958655936308,999.0958655936308,0.0,1110.1065173262564,0.0,999.0958655936308,1110.1065173262564
2019/01/01 15:00:00,999.0656609449505,0,975.3063490034833,0,0,0,0,0,0,0,0,0,0,0,0,999.0656609449505,999.0656609449505,0.0,1110.0729566055006,0.0,999.0656609449505,1110.0729566055006
2019/01/01 16:00:00,997.5339414171484,0,987.2289834999194,0,0,0,0,0,0,0,0,0,0,0,0,997.5339414171484,997.5339414171484,0.0,1108.3710460190537,0.0,997.5339414171484,1108.3710460190537
2019/01/01 17:00:00,691.457102855497,0,1477.5836321791726,0,0,0,0,0,0,0,0,0,0,0,0,691.457102855497,691.457102855497,0.0,768.2856698394412,0.0,691.457102855497,768.2856698394412
2019/01/01 18:00:00,692.6218307663847,0,1581.7898932263208,0,0,0,0,0,0,0,0,0,0,0,0,692.6218307663847,692.6218307663847,0.0,769.5798119626497,0.0,692.6218307663847,769.5798119626497
2019/01/01 19:00:00,676.3508725004122,0,1666.7529272390063,0,0,0,0,0,0,0,0,0,0,0,0,676.3508725004122,676.3508725004122,0.0,751.5009694449024,0.0,676.3508725004122,751.5009694449024
2019/01/01 20:00:00,678.7433619512449,0,1641.1462394453167,0,0,0,0,0,0,0,0,0,0,0,0,678.7433619512449,678.7433619512449,0.0,754.1592910569387,0.0,678.7433619512449,754.1592910569387
