Datetime,p.u. loading,overloaded
2017/01/15 01:00:00,0.02539,False
2017/01/15 03:00:00,0.0276,False
2017/01/15 05:00:00,0.03446,False
2017/01/15 07:00:00,0.0439,False
2017/01/15 09:00:00,0.04773,False
2017/01/15 11:00:00,0.04103,False
2017/01/15 13:00:00,0.02532,False
2017/01/15 15:00:00,0.02806,False
2017/01/15 17:00:00,0.04647,False
2017/01/15 19:00:00,0.05165,False
2017/01/15 21:00:00,0.05353,False
2017/01/15 23:00:00,0.04451,False
