Datetime,p.u. voltage,overvoltage,undervoltage
2017/01/15 01:00:00,0.99381,False,False
2017/01/15 03:00:00,0.99094,False,False
2017/01/15 05:00:00,0.98796,False,False
2017/01/15 07:00:00,0.9841,False,False
2017/01/15 09:00:00,0.98262,False,False
2017/01/15 11:00:00,0.98467,False,False
2017/01/15 13:00:00,0.99351,False,False
2017/01/15 15:00:00,0.98951,False,False
2017/01/15 17:00:00,0.98055,False,False
2017/01/15 19:00:00,0.97837,False,False
2017/01/15 21:00:00,0.97742,False,False
2017/01/15 23:00:00,0.98285,False,False
