Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 3(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 3(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/01/01 01:00:00,767.533631013437,0.0,9018.726628088147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6583366203812835,-0.6583366203812835,-0.4242334176144492,-0.47587040596478675,14.10383780407453,14.10383780407453,8.752599853121282,9.729256523364313,767.533631013437,767.533631013437,0.0,852.8151455704856,0.0,767.533631013437,852.8151455704856
2019/01/01 02:00:00,505.09470199906053,0.0,679.7696233616343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2565986038876564,-0.2565986038876564,-0.23525480301800591,-0.33852602504439094,6.366860617030412,6.366860617030412,6.148424457899125,7.383693139408507,505.09470199906053,505.09470199906053,0.0,561.2163355545117,0.0,505.09470199906053,561.2163355545117
2019/01/01 03:00:00,581.6412902393672,0.0,882.1975412302558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2073678062064543,-0.2073678062064543,-0.28074962689672966,-0.41418814462035963,5.891828247231189,5.891828247231189,6.637139535183309,8.575914484961984,581.6412902393672,581.6412902393672,0.0,646.2681002659635,0.0,581.6412902393672,646.2681002659635
2019/01/01 04:00:00,505.09470686059467,0.0,799.5740883449937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11476468627767106,-0.11476468627767106,-0.25371630944616785,-0.39267839349575173,5.272805027502798,5.272805027502798,6.33624447833698,8.212117767160493,505.09470686059467,505.09470686059467,0.0,561.2163409562163,0.0,505.09470686059467,561.2163409562163
2019/01/01 05:00:00,779.3304150339186,0.0,1470.3292353837596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008268462520407657,0.008268462520407657,-0.2300650317636478,-0.383216491252478,5.0014152452103815,5.0014152452103815,6.098202810290019,8.058353969591977,779.3304150339186,779.3304150339186,0.0,865.9226833710208,0.0,779.3304150339186,865.9226833710208
2019/01/01 06:00:00,1750.1904620851942,0.0,3774.350467457423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1717787033877302,0.1717787033877302,-0.21108706043565273,-0.3675370102630492,5.611624938437089,5.611624938437089,5.92416726227475,7.811963424911724,1750.1904620851942,1750.1904620851942,0.0,1944.656068983549,0.0,1750.1904620851942,1944.656068983549
2019/01/01 07:00:00,2026.897758489267,0.0,12381.764763150604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6647532757396813,0.6647532757396813,-0.03621004308442861,-0.2023666643487775,14.283953076248253,14.283953076248253,5.0271434147167895,5.849255761358847,2026.897758489267,2026.897758489267,0.0,2252.10862054363,0.0,2026.897758489267,2252.10862054363
2019/01/01 08:00:00,2946.2412855229272,0.0,23253.80353555927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8731426426776149,0.8731426426776149,0.057236402445219554,-0.06986628908688733,21.093280297029793,21.093280297029793,5.0678249199797705,5.101067414748599,2946.2412855229272,2946.2412855229272,0.0,3273.601428358808,0.0,2946.2412855229272,3273.601428358808
2019/01/01 09:00:00,3163.6647746513913,0.0,23259.727694460504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15475326536547135,-0.15475326536547135,-0.3431386641882587,-0.39830692439290394,5.496273563488913,5.496273563488913,7.449393373975951,8.305401202334025,3163.6647746513913,3163.6647746513913,0.0,3515.1830829459905,0.0,3163.6647746513913,3515.1830829459905
2019/01/01 10:00:00,3506.2083266712566,0.0,23037.651778009735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24455124089089444,-0.24455124089089444,-0.3721204695273021,-0.4161236422182914,6.241212971366409,6.241212971366409,7.882904168007357,8.609621312638666,3506.2083266712566,3506.2083266712566,0.0,3895.787029634729,0.0,3506.2083266712566,3895.787029634729
