Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 3(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 3(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/01/01 01:00:00,154.04103561068905,0,2170.4335310659667,0,0,0,0,0,0,0,0,0,0,-0.6583366203812835,-0.6583366203812835,-0.4242334176144492,-0.47587040596478675,14.10383780407453,14.10383780407453,8.752599853121282,9.729256523364313,154.04103561068905,154.04103561068905,0.0,171.15670623409895,0.0,154.04103561068905,171.15670623409895
2019/01/01 02:00:00,92.26126204344718,0,153.17024507367188,0,0,0,0,0,0,0,0,0,0,-0.2565986038876564,-0.2565986038876564,-0.23525480301800591,-0.33852602504439094,6.366860617030412,6.366860617030412,6.148424457899125,7.383693139408507,92.26126204344718,92.26126204344718,0.0,102.51251338160797,0.0,92.26126204344718,102.51251338160797
2019/01/01 03:00:00,110.62495158823889,0,211.49809533438756,0,0,0,0,0,0,0,0,0,0,-0.2073678062064543,-0.2073678062064543,-0.28074962689672966,-0.41418814462035963,5.891828247231189,5.891828247231189,6.637139535183309,8.575914484961984,110.62495158823889,110.62495158823889,0.0,122.91661287582099,0.0,110.62495158823889,122.91661287582099
2019/01/01 04:00:00,92.26124262301565,0,140.99873022292508,0,0,0,0,0,0,0,0,0,0,-0.11476468627767106,-0.11476468627767106,-0.25371630944616785,-0.39267839349575173,5.272805027502798,5.272805027502798,6.33624447833698,8.212117767160493,92.26124262301565,92.26124262301565,0.0,102.51249180335071,0.0,92.26124262301565,102.51249180335071
2019/01/01 05:00:00,156.87828999854702,0,352.49682555731266,0,0,0,0,0,0,0,0,0,0,0.008268462520407657,0.008268462520407657,-0.2300650317636478,-0.383216491252478,5.0014152452103815,5.0014152452103815,6.098202810290019,8.058353969591977,156.87828999854702,156.87828999854702,0.0,174.3092111094967,0.0,156.87828999854702,174.3092111094967
2019/01/01 06:00:00,289.0873010356135,0,845.9923813375502,0,0,0,0,0,0,0,0,0,0,0.1717787033877302,0.1717787033877302,-0.21108706043565273,-0.3675370102630492,5.611624938437089,5.611624938437089,5.92416726227475,7.811963424911724,289.0873010356135,289.0873010356135,0.0,321.2081122617928,0.0,289.0873010356135,321.2081122617928
2019/01/01 07:00:00,391.3476059862383,0,2812.064305966897,0,0,0,0,0,0,0,0,0,0,0.6647532757396813,0.6647532757396813,-0.03621004308442861,-0.2023666643487775,14.283953076248253,14.283953076248253,5.0271434147167895,5.849255761358847,391.3476059862383,391.3476059862383,0.0,434.83067331804256,0.0,391.3476059862383,434.83067331804256
2019/01/01 08:00:00,603.635109101925,0,5114.172874205892,0,0,0,0,0,0,0,0,0,0,0.8731426426776149,0.8731426426776149,0.057236402445219554,-0.06986628908688733,21.093280297029793,21.093280297029793,5.0678249199797705,5.101067414748599,603.635109101925,603.635109101925,0.0,670.7056767799166,0.0,603.635109101925,670.7056767799166
2019/01/01 09:00:00,604.0188232421074,0,5464.086480631415,0,0,0,0,0,0,0,0,0,0,-0.15475326536547135,-0.15475326536547135,-0.3431386641882587,-0.39830692439290394,5.496273563488913,5.496273563488913,7.449393373975951,8.305401202334025,604.0188232421074,604.0188232421074,0.0,671.1320258245637,0.0,604.0188232421074,671.1320258245637
2019/01/01 10:00:00,676.2001672213837,0,5397.842898427219,0,0,0,0,0,0,0,0,0,0,-0.24455124089089444,-0.24455124089089444,-0.3721204695273021,-0.4161236422182914,6.241212971366409,6.241212971366409,7.882904168007357,8.609621312638666,676.2001672213837,676.2001672213837,0.0,751.3335191348708,0.0,676.2001672213837,751.3335191348708
2019/01/01 11:00:00,814.8625474351551,0,5830.807266660891,0,0,0,0,0,0,0,0,0,0,-0.11080025255405442,-0.11080025255405442,-0.368946844951807,-0.4098979662449653,5.254272935629174,5.254272935629174,7.833688848486133,8.501772942607374,814.8625474351551,814.8625474351551,0.0,905.4028304835056,0.0,814.8625474351551,905.4028304835056
