Time,BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s]
01:00:00,1.964366E+04,6.365151E+03,6.642151E-01,3.621933E-01
02:00:00,1.964366E+04,1.950295E+04,6.642152E-01,1.120299E+00
03:00:00,1.964366E+04,2.301034E+04,6.642152E-01,1.311997E+00
04:00:00,1.964366E+04,2.600693E+04,6.642152E-01,1.485963E+00
05:00:00,1.964366E+04,2.713701E+04,6.642152E-01,1.553100E+00
06:00:00,1.964366E+04,3.322785E+04,6.642152E-01,1.931266E+00
07:00:00,1.964366E+04,8.864591E+04,6.642152E-01,7.232761E+00
08:00:00,1.964366E+04,1.016866E+05,6.642153E-01,8.891605E+00
09:00:00,1.964366E+04,1.009056E+05,6.642153E-01,8.833625E+00
10:00:00,1.964367E+04,9.824061E+04,6.642153E-01,8.594587E+00
11:00:00,1.964367E+04,9.727955E+04,6.642153E-01,8.510449E+00
12:00:00,1.964367E+04,9.511734E+04,6.642153E-01,8.322762E+00
13:00:00,1.964367E+04,9.437431E+04,6.642153E-01,8.257791E+00
14:00:00,1.964367E+04,9.525757E+04,6.642153E-01,8.335104E+00
15:00:00,1.964367E+04,9.625026E+04,6.642153E-01,8.422271E+00
16:00:00,1.964367E+04,9.541897E+04,6.642153E-01,8.349665E+00
17:00:00,1.964367E+04,9.478458E+04,6.642153E-01,8.293916E+00
18:00:00,1.964367E+04,9.444459E+04,6.642153E-01,8.264104E+00
19:00:00,1.964367E+04,9.118643E+04,6.642153E-01,7.979062E+00
20:00:00,1.964367E+04,8.559922E+04,6.642153E-01,7.489879E+00
21:00:00,1.964367E+04,8.270223E+04,6.642153E-01,7.236122E+00
22:00:00,1.964367E+04,8.124206E+04,6.642153E-01,7.108795E+00
23:00:00,1.964367E+04,8.014302E+04,6.642153E-01,7.013133E+00
24:00:00,1.964367E+04,7.919516E+04,6.642153E-01,6.930491E+00
Peak,1.964367E+04,1.016866E+05,6.642153E-01,8.891605E+00

Peak Vol Flow (m3/s),,,5.658072E-01,7.574251E+00
