Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/01/01 01:00:00,829.4589003153438,0.0,9900.169863399768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4619139753591368,-0.4619139753591368,9.453971031385478,9.453971031385478,829.4589003153438,829.4589003153438,0.0,921.6210003503819,0.0,829.4589003153438,921.6210003503819
2019/01/01 02:00:00,543.2550263052907,0.0,743.9892347820717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3627762409571289,-0.3627762409571289,7.739226346875526,7.739226346875526,543.2550263052907,543.2550263052907,0.0,603.6166958947674,0.0,543.2550263052907,603.6166958947674
2019/01/01 03:00:00,627.273259483989,0.0,968.2497876113279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3897790126085926,-0.3897790126085926,8.164593930221884,8.164593930221884,627.273259483989,627.273259483989,0.0,696.9702883155433,0.0,627.273259483989,696.9702883155433
2019/01/01 04:00:00,543.2550433394998,0.0,856.9422525990418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38889746343415615,-0.38889746343415615,8.150215652475197,8.150215652475197,543.2550433394998,543.2550433394998,0.0,603.6167148216665,0.0,543.2550433394998,603.6167148216665
2019/01/01 05:00:00,842.3498993173218,0.0,1618.6995383981862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3712419289313596,-0.3712419289313596,7.869237121853686,7.869237121853686,842.3498993173218,842.3498993173218,0.0,935.944332574802,0.0,842.3498993173218,935.944332574802
2019/01/01 06:00:00,1882.1551605733398,0.0,4124.569991304046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31214325881312016,-0.31214325881312016,7.025260187832856,7.025260187832856,1882.1551605733398,1882.1551605733398,0.0,2091.2835117481554,0.0,1882.1551605733398,2091.2835117481554
2019/01/01 07:00:00,2179.832077188956,0.0,13526.475520248176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06835387096202794,-0.06835387096202794,5.096738194235968,5.096738194235968,2179.832077188956,2179.832077188956,0.0,2422.035641321062,0.0,2179.832077188956,2422.035641321062
2019/01/01 08:00:00,3212.6509642717488,0.0,25312.7116015401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09356603200833535,0.09356603200833535,5.181295570520149,5.181295570520149,3212.6509642717488,3212.6509642717488,0.0,3569.6121825241657,0.0,3212.6509642717488,3569.6121825241657
2019/01/01 09:00:00,3436.9142278560253,0.0,25420.90957491592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25541431814693,-0.25541431814693,6.354238676013665,6.354238676013665,3436.9142278560253,3436.9142278560253,0.0,3818.7935865066943,0.0,3436.9142278560253,3818.7935865066943
2019/01/01 10:00:00,3800.8384386807747,0.0,25169.040379929673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3389296349581928,-0.3389296349581928,7.389405883414739,7.389405883414739,3800.8384386807747,3800.8384386807747,0.0,4223.153820756417,0.0,3800.8384386807747,4223.153820756417
2019/01/01 11:00:00,4444.966868536909,0.0,26975.15619472911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33189324839885265,-0.33189324839885265,7.29080286834386,7.29080286834386,4444.966868536909,4444.966868536909,0.0,4938.85207615212,0.0,4444.966868536909,4938.85207615212
2019/01/01 12:00:00,4739.2470615514285,0.0,26133.676344102187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3077181649949107,-0.3077181649949107,6.96802987572066,6.96802987572066,4739.2470615514285,4739.2470615514285,0.0,5265.830068390476,0.0,4739.2470615514285,5265.830068390476
2019/01/01 13:00:00,4375.713000737712,0.0,23570.708404041005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28341161060608056,-0.28341161060608056,6.668434488909654,6.668434488909654,4375.713000737712,4375.713000737712,0.0,4861.903334153014,0.0,4375.713000737712,4861.903334153014
2019/01/01 14:00:00,4404.722601678622,0.0,22365.123500711532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2761861456269488,-0.2761861456269488,6.584185487462406,6.584185487462406,4404.722601678622,4404.722601678622,0.0,4894.136224087358,0.0,4404.722601678622,4894.136224087358
2019/01/01 15:00:00,4081.025971097967,0.0,23445.483253296657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.288818546889978,-0.288818546889978,6.732920346100499,6.732920346100499,4081.025971097967,4081.025971097967,0.0,4534.473301219964,0.0,4081.025971097967,4534.473301219964
2019/01/01 16:00:00,3937.718892014189,0.0,24746.349548565755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3041082844260045,-0.3041082844260045,6.921956533664186,6.921956533664186,3937.718892014189,3937.718892014189,0.0,4375.243213349098,0.0,3937.718892014189,4375.243213349098
2019/01/01 17:00:00,4324.20926043728,0.0,25374.45075904837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30747400873113556,-0.30747400873113556,6.964896295683701,6.964896295683701,4324.20926043728,4324.20926043728,0.0,4804.676956041423,0.0,4324.20926043728,4804.676956041423
2019/01/01 18:00:00,4524.794880831718,0.0,25447.91129337866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30293590440477736,-0.30293590440477736,6.907111890874447,6.907111890874447,4524.794880831718,4524.794880831718,0.0,5027.549867590797,0.0,4524.794880831718,5027.549867590797
2019/01/01 19:00:00,4186.030140118756,0.0,23880.649231107538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2906383538433053,-0.2906383538433053,6.754901880526802,6.754901880526802,4186.030140118756,4186.030140118756,0.0,4651.144600131951,0.0,4186.030140118756,4651.144600131951
2019/01/01 20:00:00,4014.0231066923275,0.0,21533.765519487097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.286680536142863,-0.286680536142863,6.707273847848995,6.707273847848995,4014.0231066923275,4014.0231066923275,0.0,4460.025674102586,0.0,4014.0231066923275,4460.025674102586
2019/01/01 21:00:00,4062.508264189448,0.0,23547.060465441937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28857538762395013,-0.28857538762395013,6.729993804280014,6.729993804280014,4062.508264189448,4062.508264189448,0.0,4513.898071321609,0.0,4062.508264189448,4513.898071321609
2019/01/01 22:00:00,3693.8075629802106,0.0,22459.471547936457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30775606475034656,-0.30775606475034656,6.968516519547819,6.968516519547819,3693.8075629802106,3693.8075629802106,0.0,4104.230625533567,0.0,3693.8075629802106,4104.230625533567
2019/01/01 23:00:00,2588.5701416084858,0.0,21056.327488815554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3629819090057491,-0.3629819090057491,7.7423486748582775,7.7423486748582775,2588.5701416084858,2588.5701416084858,0.0,2876.189046231651,0.0,2588.5701416084858,2876.189046231651
2019/01/02 00:00:00,1640.2329660100613,0.0,19551.11824936816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42050585690743764,-0.42050585690743764,8.686531259698882,8.686531259698882,1640.2329660100613,1640.2329660100613,0.0,1822.4810733445122,0.0,1640.2329660100613,1822.4810733445122
2019/01/02 01:00:00,829.4836116158787,0.0,9912.959248788065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46397836197733633,-0.46397836197733633,9.49416139892864,9.49416139892864,829.4836116158787,829.4836116158787,0.0,921.6484573509763,0.0,829.4836116158787,921.6484573509763
2019/01/02 02:00:00,543.2686766072154,0.0,806.400275618109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3710926007089088,-0.3710926007089088,7.86691736479824,7.86691736479824,543.2686766072154,543.2686766072154,0.0,603.631862896906,0.0,543.2686766072154,603.631862896906
2019/01/02 03:00:00,627.2734792148852,0.0,968.2497876113279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4394938047172392,-0.4394938047172392,9.029298204729201,9.029298204729201,627.2734792148852,627.2734792148852,0.0,696.9705324609837,0.0,627.2734792148852,696.9705324609837
2019/01/02 04:00:00,543.2550250832203,0.0,847.9594094515468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.439969817610989,-0.439969817610989,9.038090029241886,9.038090029241886,543.2550250832203,543.2550250832203,0.0,603.6166945369115,0.0,543.2550250832203,603.6166945369115
2019/01/02 05:00:00,842.2981797967659,0.0,1627.648499458383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.444639974871802,-0.444639974871802,9.124862973653961,9.124862973653961,842.2981797967659,842.2981797967659,0.0,935.8868664408511,0.0,842.2981797967659,935.8868664408511
2019/01/02 06:00:00,1866.9492933586012,0.0,4071.7903560005616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3858651369309257,-0.3858651369309257,8.10101121173642,8.10101121173642,1866.9492933586012,1866.9492933586012,0.0,2074.3881037317788,0.0,1866.9492933586012,2074.3881037317788
2019/01/02 07:00:00,2215.1942797868983,0.0,15815.274899165499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17108535503228828,-0.17108535503228828,5.606691259005274,5.606691259005274,2215.1942797868983,2215.1942797868983,0.0,2461.3269775409985,0.0,2215.1942797868983,2461.3269775409985
2019/01/02 08:00:00,3187.644175203456,0.0,26462.656824231995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06374183425480244,0.06374183425480244,5.084121892711465,5.084121892711465,3187.644175203456,3187.644175203456,0.0,3541.826861337174,0.0,3187.644175203456,3541.826861337174
2019/01/02 09:00:00,3468.3787257903946,0.0,25908.36856588565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2571278282963857,-0.2571278282963857,6.372520085363647,6.372520085363647,3468.3787257903946,3468.3787257903946,0.0,3853.754139767105,0.0,3468.3787257903946,3853.754139767105
2019/01/02 10:00:00,3792.5587796489076,0.0,25944.562811860775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34503716964745196,-0.34503716964745196,7.476697407742037,7.476697407742037,3792.5587796489076,3792.5587796489076,0.0,4213.954199609898,0.0,3792.5587796489076,4213.954199609898
2019/01/02 11:00:00,4429.744522873201,0.0,27792.766853602538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33549551243030307,-0.33549551243030307,7.3410198782091385,7.3410198782091385,4429.744522873201,4429.744522873201,0.0,4921.938358748002,0.0,4429.744522873201,4921.938358748002
2019/01/02 12:00:00,4751.102771245046,0.0,26451.293730581274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3077685927375419,-0.3077685927375419,6.968677395895455,6.968677395895455,4751.102771245046,4751.102771245046,0.0,5279.003079161162,0.0,4751.102771245046,5279.003079161162
2019/01/02 13:00:00,4354.787850913255,0.0,23745.426076480024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28788030382822744,-0.28788030382822744,6.72164189459329,6.72164189459329,4354.787850913255,4354.787850913255,0.0,4838.653167681396,0.0,4354.787850913255,4838.653167681396
