Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 4 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 4 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 2(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/03/03 04:00:00,374.1774498261262,0,633.5042406064022,0,0,0,0,0,0,0,0,0,0,-1.1131633265627308,0.36167336120797383,0.36167336120797383,-0.30329710747266786,-1.3516672061869757,31.118593775143765,7.722513828877609,7.722513828877609,6.911679237821346,42.954374779233966,374.1774498261262,374.1774498261262,0.0,415.7527220290291,0.0,374.1774498261262,415.7527220290291
2019/03/03 05:00:00,539.0969277934157,0,1055.2271179906527,0,0,0,0,0,0,0,0,0,0,-1.1223917674739372,0.4408391465378096,0.4408391465378096,-0.318023583560957,-1.3673782444201326,31.54598233485872,9.054171419333443,9.054171419333443,7.102594092719542,43.78139025463231,539.0969277934157,539.0969277934157,0.0,598.9965864371286,0.0,539.0969277934157,598.9965864371286
2019/03/03 06:00:00,1210.2329474327912,0,2532.545083177566,0,0,0,0,0,0,0,0,0,0,-1.1223252519200655,0.64050156758816,0.64050156758816,-0.30018729224955454,-1.3651714587776083,31.54289176165031,13.612581343309486,13.612581343309486,6.872536922653296,43.664962940553835,1210.2329474327912,1210.2329474327912,0.0,1344.7032749253235,0.0,1210.2329474327912,1344.7032749253235
2019/03/03 07:00:00,1405.6549633606537,0,8740.952101101797,0,0,0,0,0,0,0,0,0,0,-1.1562337223153678,0.6058325344935268,0.6058325344935268,-0.22809895979939612,-1.4285293075107806,33.13702269104232,12.697119997938515,12.697119997938515,6.0794721534308565,47.03795310430006,1405.6549633606537,1405.6549633606537,0.0,1561.8388481785041,0.0,1405.6549633606537,1561.8388481785041
2019/03/03 08:00:00,1346.4013285192152,0,14138.16027072138,0,0,0,0,0,0,0,0,0,0,-1.1813972931497274,0.8305615499896044,0.8305615499896044,-0.0984409777467482,-1.4830191772232781,34.34339016887198,19.552362297828296,19.552362297828296,5.200687660652534,49.978610015926975,1346.4013285192152,1346.4013285192152,0.0,1496.0014761324612,0.0,1346.4013285192152,1496.0014761324612
2019/03/03 09:00:00,1792.5741722303376,0,14533.75721652524,0,0,0,0,0,0,0,0,0,0,-1.1875258692728816,-0.0833770511268191,-0.0833770511268191,-0.4048890906830664,-1.504455824529186,34.64010273552046,5.143949108900557,5.143949108900557,8.416208557090386,51.14224038659244,1792.5741722303376,1792.5741722303376,0.0,1991.7490802559305,0.0,1792.5741722303376,1991.7490802559305
2019/03/03 10:00:00,1859.0848045504185,0,16027.2095000858,0,0,0,0,0,0,0,0,0,0,-1.1822323910980856,-0.001582411317952693,-0.001582411317952693,-0.4368047613164298,-1.5167940059056089,34.383755263164204,5.000051834587325,5.000051834587325,8.979815169305184,51.81315510996667,1859.0848045504185,1859.0848045504185,0.0,2065.6497828337983,0.0,1859.0848045504185,2065.6497828337983
2019/03/03 11:00:00,2539.551043814568,0,17675.706157035354,0,0,0,0,0,0,0,0,0,0,-1.1951686418108285,-0.04262208306037688,-0.04262208306037688,-0.4467651979809546,-1.5502378744071899,35.011679255236274,5.037608463080787,5.037608463080787,9.164660679925817,53.63442595729902,2539.551043814568,2539.551043814568,0.0,2821.7233820161864,0.0,2539.551043814568,2821.7233820161864
2019/03/03 12:00:00,2789.5952801055346,0,17886.754001096764,0,0,0,0,0,0,0,0,0,0,-1.2113418888777754,0.009234871289357821,0.009234871289357821,-0.4498013959139667,-1.5871024886263752,35.803569571883315,5.001765404353392,5.001765404353392,9.22185458627689,55.64312469317284,2789.5952801055346,2789.5952801055346,0.0,3099.550311228372,0.0,2789.5952801055346,3099.550311228372
2019/03/03 13:00:00,2486.877013459624,0,16790.030657037445,0,0,0,0,0,0,0,0,0,0,-1.2439995951962486,0.08717507428634716,0.08717507428634716,-0.4327473702285684,-1.647843878094812,37.424789069182616,5.157366795503933,5.157366795503933,8.905740080400122,58.942831623909534,2486.877013459624,2486.877013459624,0.0,2763.196681621804,0.0,2486.877013459624,2763.196681621804
