Time,BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s]
01:00:00,6.413998E+04,3.249895E+05,2.028379E+00,2.410773E+01,4.458754E+04,9.824093E+04,1.507606E+00,5.618157E+00,6.060891E+04,9.363726E+04,2.049349E+00,5.351441E+00
02:00:00,6.413998E+04,1.651886E+05,2.028379E+00,9.497249E+00,4.458862E+04,8.819343E+04,1.507643E+00,5.027245E+00,6.060892E+04,1.024085E+05,2.049350E+00,5.838952E+00
03:00:00,6.413998E+04,2.131649E+05,2.028379E+00,1.214171E+01,4.458963E+04,9.430832E+04,1.507677E+00,5.373219E+00,6.060894E+04,1.061857E+05,2.049350E+00,6.050402E+00
04:00:00,6.413998E+04,2.225021E+05,2.028379E+00,1.271401E+01,4.459060E+04,1.047032E+05,1.507710E+00,5.989685E+00,6.060895E+04,1.152709E+05,2.049351E+00,6.604313E+00
05:00:00,6.413998E+04,2.302763E+05,2.028379E+00,1.315860E+01,4.459151E+04,1.092230E+05,1.507741E+00,6.263738E+00,6.060896E+04,1.210815E+05,2.049351E+00,6.949359E+00
06:00:00,6.413998E+04,3.138644E+05,2.028379E+00,1.983375E+01,4.459237E+04,2.083608E+05,1.507770E+00,1.460930E+01,6.060898E+04,2.264885E+05,2.049352E+00,1.590458E+01
07:00:00,6.413998E+04,4.073004E+05,2.028379E+00,2.896353E+01,4.459318E+04,3.664892E+05,1.507797E+00,3.042364E+01,6.060899E+04,3.778607E+05,2.049352E+00,3.135657E+01
08:00:00,6.413998E+04,3.798180E+05,2.028379E+00,2.819660E+01,4.459395E+04,3.677144E+05,1.507823E+00,3.215509E+01,6.060900E+04,3.620449E+05,2.049353E+00,3.165719E+01
09:00:00,6.413998E+04,3.791021E+05,2.028379E+00,2.816646E+01,4.459467E+04,3.648651E+05,1.507848E+00,3.194030E+01,6.060901E+04,3.592700E+05,2.049353E+00,3.144679E+01
10:00:00,6.413998E+04,3.772093E+05,2.028379E+00,2.803466E+01,4.459536E+04,3.586594E+05,1.507871E+00,3.139672E+01,6.060901E+04,3.584650E+05,2.049353E+00,3.137893E+01
11:00:00,6.413998E+04,3.728122E+05,2.028379E+00,2.771233E+01,4.459601E+04,3.536436E+05,1.507893E+00,3.096042E+01,6.060902E+04,3.528106E+05,2.049353E+00,3.088833E+01
12:00:00,6.413998E+04,3.672484E+05,2.028379E+00,2.730063E+01,4.459662E+04,3.470359E+05,1.507914E+00,3.038516E+01,6.060903E+04,3.457906E+05,2.049354E+00,3.027633E+01
13:00:00,6.413999E+04,3.669935E+05,2.028379E+00,2.728215E+01,4.459720E+04,3.444770E+05,1.507933E+00,3.016154E+01,6.060904E+04,3.438514E+05,2.049354E+00,3.010675E+01
14:00:00,6.413999E+04,3.717512E+05,2.028379E+00,2.763692E+01,4.459775E+04,3.460441E+05,1.507952E+00,3.029938E+01,6.060904E+04,3.466997E+05,2.049354E+00,3.035693E+01
15:00:00,6.413999E+04,3.764296E+05,2.028379E+00,2.798608E+01,4.459827E+04,3.466564E+05,1.507969E+00,3.035416E+01,6.060905E+04,3.499711E+05,2.049354E+00,3.064472E+01
16:00:00,6.413999E+04,3.785085E+05,2.028379E+00,2.814103E+01,4.459876E+04,3.474426E+05,1.507986E+00,3.042341E+01,6.060905E+04,3.513899E+05,2.049354E+00,3.076954E+01
17:00:00,6.413999E+04,3.777320E+05,2.028379E+00,2.808278E+01,4.459922E+04,3.485138E+05,1.508002E+00,3.051731E+01,6.060906E+04,3.504952E+05,2.049355E+00,3.069095E+01
18:00:00,6.413999E+04,3.728092E+05,2.028379E+00,2.771600E+01,4.459966E+04,3.454659E+05,1.508016E+00,3.025044E+01,6.060906E+04,3.460216E+05,2.049355E+00,3.029867E+01
19:00:00,6.413999E+04,3.618320E+05,2.028379E+00,2.689903E+01,4.460007E+04,3.393639E+05,1.508030E+00,2.971553E+01,6.060907E+04,3.362402E+05,2.049355E+00,2.944149E+01
20:00:00,6.413999E+04,3.459801E+05,2.028379E+00,2.571952E+01,4.460047E+04,3.277290E+05,1.508044E+00,2.869618E+01,6.060907E+04,3.216419E+05,2.049355E+00,2.816245E+01
21:00:00,6.413999E+04,3.381060E+05,2.028379E+00,2.513337E+01,4.460084E+04,3.212299E+05,1.508056E+00,2.812643E+01,6.060907E+04,3.141907E+05,2.049355E+00,2.750950E+01
22:00:00,6.413999E+04,3.341258E+05,2.028379E+00,2.483885E+01,4.460119E+04,3.169915E+05,1.508068E+00,2.775631E+01,6.060908E+04,3.100513E+05,2.049355E+00,2.714859E+01
23:00:00,6.413999E+04,3.311670E+05,2.028379E+00,2.462040E+01,4.460152E+04,3.136682E+05,1.508079E+00,2.746653E+01,6.060908E+04,3.066117E+05,2.049355E+00,2.684908E+01
24:00:00,6.413999E+04,3.285603E+05,2.028379E+00,2.442747E+01,4.460183E+04,3.108339E+05,1.508090E+00,2.721926E+01,6.060908E+04,3.035290E+05,2.049355E+00,2.658022E+01
Peak,6.413999E+04,4.073004E+05,2.028379E+00,2.896353E+01,4.460183E+04,3.677144E+05,1.508090E+00,3.215509E+01,6.060908E+04,3.778607E+05,2.049355E+00,3.135657E+01

Peak Vol Flow (m3/s),,,1.727860E+00,2.467238E+01,,,1.284656E+00,2.739108E+01,,,1.745729E+00,2.671088E+01
