Time,BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s]
01:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.503473E+04,0.000000E+00,4.933472E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
02:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
03:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
04:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.139376E+03,0.000000E+00,4.806386E-01
05:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.542239E+04,0.000000E+00,1.495042E+00
06:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.692857E+04,0.000000E+00,2.760310E+00
07:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.340246E+04,0.000000E+00,3.739418E+00
08:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.184822E+04,0.000000E+00,1.291818E+00,0.000000E+00,7.734475E+04,0.000000E+00,4.553784E+00
09:00:00,2.818877E+05,1.980402E+05,1.237441E+01,1.348277E+01,0.000000E+00,2.797950E+05,0.000000E+00,1.872133E+01,1.524171E+05,2.997909E+05,6.766298E+00,2.010464E+01
10:00:00,5.580993E+05,4.553687E+05,2.809201E+01,3.807855E+01,1.565215E+05,7.153403E+05,7.892407E+00,6.020150E+01,4.248123E+05,8.046122E+05,2.131682E+01,6.777752E+01
11:00:00,4.366723E+05,4.173620E+05,2.266618E+01,3.681208E+01,1.121822E+05,6.395475E+05,5.823464E+00,5.640229E+01,3.466378E+05,6.499695E+05,1.799439E+01,5.732051E+01
12:00:00,4.091542E+05,3.969447E+05,2.123685E+01,3.501609E+01,1.310699E+05,6.091573E+05,6.803641E+00,5.372696E+01,3.299695E+05,6.027931E+05,1.712882E+01,5.316360E+01
13:00:00,3.794859E+05,3.750809E+05,1.969827E+01,3.307850E+01,1.203426E+05,5.738237E+05,6.246745E+00,5.059604E+01,3.036478E+05,5.687663E+05,1.576313E+01,5.015368E+01
14:00:00,3.640497E+05,3.718260E+05,1.889655E+01,3.279436E+01,1.169524E+05,5.592145E+05,6.071031E+00,4.931661E+01,2.895104E+05,5.526175E+05,1.502949E+01,4.873596E+01
15:00:00,3.510778E+05,3.698066E+05,1.822223E+01,3.262120E+01,1.140807E+05,5.493329E+05,5.922077E+00,4.845177E+01,2.771748E+05,5.397569E+05,1.438887E+01,4.760642E+01
16:00:00,3.394876E+05,3.643896E+05,1.762034E+01,3.214417E+01,1.114797E+05,5.396488E+05,5.787096E+00,4.759726E+01,2.659565E+05,5.255710E+05,1.380633E+01,4.635513E+01
17:00:00,3.291224E+05,3.554407E+05,1.708243E+01,3.135380E+01,1.090962E+05,5.286627E+05,5.663374E+00,4.662692E+01,2.557497E+05,5.092088E+05,1.327645E+01,4.491114E+01
18:00:00,3.199114E+05,3.411246E+05,1.660443E+01,3.009039E+01,1.069017E+05,5.139580E+05,5.549461E+00,4.532975E+01,2.464720E+05,4.886926E+05,1.279485E+01,4.310151E+01
19:00:00,3.117385E+05,3.183707E+05,1.618022E+01,2.808315E+01,1.048765E+05,4.927318E+05,5.444329E+00,4.345778E+01,2.380755E+05,4.612406E+05,1.235899E+01,4.068038E+01
20:00:00,3.045075E+05,2.899414E+05,1.580487E+01,2.557526E+01,1.030033E+05,4.652809E+05,5.347092E+00,4.103665E+01,2.304877E+05,4.276182E+05,1.196509E+01,3.771492E+01
21:00:00,2.981913E+05,2.722960E+05,1.547700E+01,2.401859E+01,1.012790E+05,4.474246E+05,5.257578E+00,3.946166E+01,2.237214E+05,4.054502E+05,1.161383E+01,3.575966E+01
22:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.973177E+04,4.338188E+05,5.177406E+00,3.825635E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.819408E+04,4.226115E+05,5.097557E+00,3.726879E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
24:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.676666E+04,4.127937E+05,5.023413E+00,3.640464E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
