Time,1 ZONE VAV:DesPer 1:Des Heat Mass Flow [kg/s],1 ZONE VAV:DesPer 1:Des Heat Cap [W],1 ZONE VAV:DesPer 1:Des Cool Mass Flow [kg/s],1 ZONE VAV:DesPer 1:Des Sens Cool Cap [W],1 ZONE VAV:DesPer 1:Des Tot Cool Cap [W],1 ZONE VAV:DesPer 2:Des Heat Mass Flow [kg/s],1 ZONE VAV:DesPer 2:Des Heat Cap [W],1 ZONE VAV:DesPer 2:Des Cool Mass Flow [kg/s],1 ZONE VAV:DesPer 2:Des Sens Cool Cap [W],1 ZONE VAV:DesPer 2:Des Tot Cool Cap [W],1 ZONE VAV:DesPer 3:Des Heat Mass Flow [kg/s],1 ZONE VAV:DesPer 3:Des Heat Cap [W],1 ZONE VAV:DesPer 3:Des Cool Mass Flow [kg/s],1 ZONE VAV:DesPer 3:Des Sens Cool Cap [W],1 ZONE VAV:DesPer 3:Des Tot Cool Cap [W],1 ZONE VAV 1:DesPer 1:Des Heat Mass Flow [kg/s],1 ZONE VAV 1:DesPer 1:Des Heat Cap [W],1 ZONE VAV 1:DesPer 1:Des Cool Mass Flow [kg/s],1 ZONE VAV 1:DesPer 1:Des Sens Cool Cap [W],1 ZONE VAV 1:DesPer 1:Des Tot Cool Cap [W],1 ZONE VAV 1:DesPer 2:Des Heat Mass Flow [kg/s],1 ZONE VAV 1:DesPer 2:Des Heat Cap [W],1 ZONE VAV 1:DesPer 2:Des Cool Mass Flow [kg/s],1 ZONE VAV 1:DesPer 2:Des Sens Cool Cap [W],1 ZONE VAV 1:DesPer 2:Des Tot Cool Cap [W],1 ZONE VAV 1:DesPer 3:Des Heat Mass Flow [kg/s],1 ZONE VAV 1:DesPer 3:Des Heat Cap [W],1 ZONE VAV 1:DesPer 3:Des Cool Mass Flow [kg/s],1 ZONE VAV 1:DesPer 3:Des Sens Cool Cap [W],1 ZONE VAV 1:DesPer 3:Des Tot Cool Cap [W],1 ZONE VAV 2:DesPer 1:Des Heat Mass Flow [kg/s],1 ZONE VAV 2:DesPer 1:Des Heat Cap [W],1 ZONE VAV 2:DesPer 1:Des Cool Mass Flow [kg/s],1 ZONE VAV 2:DesPer 1:Des Sens Cool Cap [W],1 ZONE VAV 2:DesPer 1:Des Tot Cool Cap [W],1 ZONE VAV 2:DesPer 2:Des Heat Mass Flow [kg/s],1 ZONE VAV 2:DesPer 2:Des Heat Cap [W],1 ZONE VAV 2:DesPer 2:Des Cool Mass Flow [kg/s],1 ZONE VAV 2:DesPer 2:Des Sens Cool Cap [W],1 ZONE VAV 2:DesPer 2:Des Tot Cool Cap [W],1 ZONE VAV 2:DesPer 3:Des Heat Mass Flow [kg/s],1 ZONE VAV 2:DesPer 3:Des Heat Cap [W],1 ZONE VAV 2:DesPer 3:Des Cool Mass Flow [kg/s],1 ZONE VAV 2:DesPer 3:Des Sens Cool Cap [W],1 ZONE VAV 2:DesPer 3:Des Tot Cool Cap [W]
11:00:00,1.606781E+01,0.000000E+00,4.233389E+01,5.415661E+05,8.294921E+05,1.606781E+01,0.000000E+00,3.974887E+01,4.723213E+05,9.451132E+05,2.833273E+01,3.668321E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,6.486264E+01,7.931062E+05,1.073960E+06,1.606781E+01,0.000000E+00,6.400858E+01,7.431993E+05,1.195490E+06,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,6.591859E+01,8.049033E+05,1.078179E+06,1.606781E+01,0.000000E+00,6.415717E+01,7.448632E+05,1.190023E+06,2.249299E+01,4.156984E+05,1.606781E+01,0.000000E+00,0.000000E+00
12:00:00,1.606781E+01,0.000000E+00,4.026850E+01,5.334897E+05,7.608220E+05,1.606781E+01,0.000000E+00,3.804044E+01,4.682240E+05,8.750584E+05,2.654607E+01,3.817950E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,6.178601E+01,7.737296E+05,9.710653E+05,1.606781E+01,0.000000E+00,6.099788E+01,7.245569E+05,1.092472E+06,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,6.113814E+01,7.665170E+05,9.841205E+05,1.606781E+01,0.000000E+00,5.952430E+01,7.081242E+05,1.082026E+06,2.141102E+01,4.247578E+05,1.606781E+01,0.000000E+00,0.000000E+00
13:00:00,1.606781E+01,0.000000E+00,3.804028E+01,5.206995E+05,7.694051E+05,1.606781E+01,0.000000E+00,3.591044E+01,4.565337E+05,8.812125E+05,2.462284E+01,3.978793E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.818545E+01,7.456852E+05,1.003075E+06,1.606781E+01,0.000000E+00,5.742882E+01,6.968643E+05,1.124951E+06,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.767673E+01,7.399720E+05,9.983933E+05,1.606781E+01,0.000000E+00,5.612487E+01,6.822979E+05,1.107829E+06,1.970391E+01,4.390452E+05,1.606781E+01,0.000000E+00,0.000000E+00
14:00:00,1.606781E+01,0.000000E+00,3.771352E+01,5.245380E+05,7.936651E+05,1.606781E+01,0.000000E+00,3.566063E+01,4.612364E+05,9.096195E+05,2.362068E+01,4.062711E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.671410E+01,7.366840E+05,1.014632E+06,1.606781E+01,0.000000E+00,5.598055E+01,6.881211E+05,1.137279E+06,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.604635E+01,7.292190E+05,1.001757E+06,1.606781E+01,0.000000E+00,5.455126E+01,6.721661E+05,1.118189E+06,1.878686E+01,4.467218E+05,1.606781E+01,0.000000E+00,0.000000E+00
15:00:00,1.606781E+01,0.000000E+00,3.751438E+01,5.222788E+05,7.903586E+05,1.606781E+01,0.000000E+00,3.552758E+01,4.597122E+05,9.089033E+05,2.277779E+01,4.133328E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.571953E+01,7.255204E+05,9.930339E+05,1.606781E+01,0.000000E+00,5.500655E+01,6.771867E+05,1.115923E+06,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.474738E+01,7.146755E+05,9.801302E+05,1.606781E+01,0.000000E+00,5.330286E+01,6.581733E+05,1.096120E+06,1.798608E+01,4.534267E+05,1.606781E+01,0.000000E+00,0.000000E+00
16:00:00,1.606781E+01,0.000000E+00,3.696580E+01,5.071407E+05,7.687456E+05,1.606781E+01,0.000000E+00,3.503949E+01,4.452470E+05,8.873737E+05,2.202542E+01,4.196311E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.473685E+01,7.055451E+05,9.657978E+05,1.606781E+01,0.000000E+00,5.404315E+01,6.574266E+05,1.088696E+06,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.330840E+01,6.896042E+05,9.495727E+05,1.606781E+01,0.000000E+00,5.191055E+01,6.336218E+05,1.064502E+06,1.725791E+01,4.595231E+05,1.606781E+01,0.000000E+00,0.000000E+00
17:00:00,1.606781E+01,0.000000E+00,3.605687E+01,4.849906E+05,7.430273E+05,1.606781E+01,0.000000E+00,3.418599E+01,4.237168E+05,8.611488E+05,2.135304E+01,4.252574E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.362095E+01,6.810886E+05,9.405795E+05,1.606781E+01,0.000000E+00,5.294504E+01,6.331692E+05,1.063552E+06,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.164782E+01,6.590627E+05,9.176388E+05,1.606781E+01,0.000000E+00,5.029295E+01,6.035629E+05,1.032747E+06,1.659556E+01,4.650681E+05,1.606781E+01,0.000000E+00,0.000000E+00
18:00:00,1.606781E+01,0.000000E+00,3.460395E+01,4.537626E+05,7.089884E+05,1.606781E+01,0.000000E+00,3.278638E+01,3.930866E+05,8.265814E+05,2.075554E+01,4.302571E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,5.212921E+01,6.494231E+05,9.084366E+05,1.606781E+01,0.000000E+00,5.147155E+01,6.017079E+05,1.031519E+06,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.956673E+01,6.208176E+05,8.779752E+05,1.606781E+01,0.000000E+00,4.825380E+01,5.657873E+05,9.935811E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00
19:00:00,1.606781E+01,0.000000E+00,3.229562E+01,4.054759E+05,6.554997E+05,1.606781E+01,0.000000E+00,3.053186E+01,3.454043E+05,7.719819E+05,2.022528E+01,4.346946E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.997645E+01,6.028675E+05,8.594589E+05,1.606781E+01,0.000000E+00,4.934035E+01,5.553934E+05,9.826013E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.678244E+01,5.672128E+05,8.212290E+05,1.606781E+01,0.000000E+00,4.551342E+01,5.126733E+05,9.370842E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00
20:00:00,1.606781E+01,0.000000E+00,2.941155E+01,3.567693E+05,5.999962E+05,1.606781E+01,0.000000E+00,2.771390E+01,2.974400E+05,7.149942E+05,1.975609E+01,4.386212E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.719215E+01,5.552698E+05,8.086238E+05,1.606781E+01,0.000000E+00,4.658578E+01,5.081282E+05,9.318749E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.337216E+01,5.126275E+05,7.626667E+05,1.606781E+01,0.000000E+00,4.215464E+01,4.586638E+05,8.786936E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00
21:00:00,1.606781E+01,0.000000E+00,2.762138E+01,3.232753E+05,5.632740E+05,1.606781E+01,0.000000E+00,2.597935E+01,2.645694E+05,6.774590E+05,1.934625E+01,4.420511E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.538091E+01,5.215379E+05,7.739069E+05,1.606781E+01,0.000000E+00,4.479652E+01,4.746423E+05,8.971011E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.112361E+01,4.740139E+05,7.226176E+05,1.606781E+01,0.000000E+00,3.994520E+01,4.204875E+05,8.386671E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00
22:00:00,1.606781E+01,0.000000E+00,1.606781E+01,1.808051E+05,3.818303E+05,1.606781E+01,0.000000E+00,1.606781E+01,1.404404E+05,4.716776E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.399480E+01,4.925942E+05,7.454885E+05,1.606781E+01,0.000000E+00,4.342506E+01,4.458618E+05,8.318867E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,1.606781E+01,1.808051E+05,3.818303E+05,1.606781E+01,0.000000E+00,1.606781E+01,1.404404E+05,4.716776E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00
23:00:00,1.606781E+01,0.000000E+00,1.606781E+01,1.702942E+05,3.710600E+05,1.606781E+01,0.000000E+00,1.606781E+01,1.299295E+05,4.336923E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.285911E+01,4.693978E+05,7.210923E+05,1.606781E+01,0.000000E+00,4.230304E+01,4.228213E+05,7.798962E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,1.606781E+01,1.702942E+05,3.710600E+05,1.606781E+01,0.000000E+00,1.606781E+01,1.299295E+05,4.336923E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00
24:00:00,1.606781E+01,0.000000E+00,1.606781E+01,1.597832E+05,3.602897E+05,1.606781E+01,0.000000E+00,1.606781E+01,1.194185E+05,3.967212E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,4.186534E+01,4.477791E+05,6.979324E+05,1.606781E+01,0.000000E+00,4.131747E+01,4.012945E+05,7.302733E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00,1.606781E+01,0.000000E+00,1.606781E+01,1.597832E+05,3.602897E+05,1.606781E+01,0.000000E+00,1.606781E+01,1.194185E+05,3.967212E+05,1.606781E+01,4.694863E+05,1.606781E+01,0.000000E+00,0.000000E+00
Coinc Peak   ,3.511502E+01,4.379033E+01,4.694863E+05,5.470907E+05,1.606781E+01,6.923173E+01,4.694863E+05,8.428382E+05,2.664602E+01,7.794414E+01,4.694863E+05,9.443757E+05
NonCoinc Peak,3.511502E+01,4.379033E+01,4.694863E+05,5.470907E+05,1.606781E+01,6.923173E+01,4.694863E+05,8.428382E+05,2.664602E+01,7.794414E+01,4.694863E+05,9.443757E+05
